datetime,open,high,low,close,volume,ema_8,ema_13,ema_21,ema_34,ema_55,ema_89,ema_144,ema_200,macd,macd_signal,macd_hist,adx,supertrend,supertrend_direction,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,rsi_6,rsi_14,rsi_21,stoch_k,stoch_d,bb_middle_20,bb_upper_20,bb_lower_20,bb_pct_20,bb_middle_50,bb_upper_50,bb_lower_50,bb_pct_50,obv,volume_ema_10,volume_ema_20,volume_ema_50,volume_rsi,cmf,vzo,atr_5,atr_14,atr_21,keltner_middle,keltner_upper,keltner_lower,historical_vol,potential_resistance,potential_support,near_resistance,near_support,support_bounce,resistance_reject,bull_div,bear_div,hma_50,upper_bb,lower_bb,upper_kc,lower_kc,squeeze_on,squeeze_mom,bull_power,bear_power,wt1,wt2,long_signal,short_signal,Signal,long_strength,short_strength,signals,Short_MA,Long_MA
2021-01-15 05:30:00,39145.21,39747.76,34408.0,36742.22,118300.920916,36861.18499755795,35740.50664287052,33613.04213872165,30614.69586798975,27107.251942735624,23433.550050254227,19920.870954478283,17742.471999355934,3624.6840619642753,3831.7814664260486,-207.0974044617733,43.17823456633307,29444.931,1,36185.0,31882.5,20699.675,18705.0,44807.58,37.63718804775292,63.57194686916703,68.5968069716397,62.317076700434164,69.84810166511004,33836.5025,43183.70477581504,24489.300224184968,0.6554324713566035,25844.8206,40773.36717478094,10916.274025219052,0.8649852765442408,4278362.146249995,127026.11648016704,119496.88443769187,102962.54873659948,55.76279541689855,0.3236857524678296,9.260374364582335,5230.053999999999,4665.282857142856,3687.305714285714,33474.574347216614,40981.21334721662,25967.935347216615,0.9840067065214687,41350.0,30420.0,False,False,False,False,False,False,38773.4078645766,43183.70477581504,24489.300224184968,39466.481750000006,28206.523250000002,False,0.07939694444157161,4007.2533571294844,-1332.5066428705177,57.00753048165134,61.11280283280354,0.07627118644067796,-0.0,0,0.07627118644067796,-0.0,0,36861.18499755795,33613.04213872165
2021-01-16 05:30:00,36737.43,37950.0,35357.8,35994.98,86348.431508,36668.69499810063,35776.8599796033,33829.58194429241,30922.140675533192,27424.670801923636,23712.692938026354,20142.58280338203,17924.08899438722,3356.1566449926286,3736.656502139365,-380.4998571467363,38.01852202937243,29444.931,1,36185.0,32151.7,20872.28,18745.025,47969.51,41.26917504756088,57.57226451906728,65.17345466658522,56.91013024602029,66.30897250361798,34322.1685,43002.143699768574,25642.193300231425,0.596360384764959,26221.929799999998,41205.420904617924,11238.438695382072,0.826127273402523,4192013.7147419946,119630.17375795485,116339.88892057835,102311.0147276348,45.74150412280055,0.35038157207096715,6.582578892917041,4179.545999999999,4539.477857142856,3698.028095238095,33756.44917129122,41250.10817129122,26262.79017129122,0.9915903311721869,40100.0,30420.0,False,False,False,False,False,False,39226.244305429864,43002.143699768574,25642.193300231425,39942.41275,28701.92425,False,0.05778528005849713,2173.1400203966987,-419.0599796032984,52.77216328315351,57.776547012943524,0.07627118644067796,-0.0,0,0.07627118644067796,-0.0,0,36668.69499810063,33829.58194429241
2021-01-17 05:30:00,35994.98,36852.5,33850.0,35828.61,80157.727384,36482.00944296716,35784.252839659974,34011.31176753856,31202.51035121701,27724.81148756922,23981.935539403545,20358.941799197448,18102.243432254018,3094.253436311221,3608.175888973736,-513.9224526625153,33.459808255280414,29444.931,1,35900.0,32275.0,21007.02,18745.025,47287.6,52.172318635411514,55.7617158854958,65.26801121397438,55.70629522431259,58.3111673902557,34759.628500000006,42757.769668881396,26761.487331118617,0.5668268712334756,26584.105,41604.1751630777,11564.034836922301,0.8077384093292993,4111855.9873579945,112453.36532632669,112893.96877423755,101442.25836121774,45.99692143449189,0.34756840030600933,3.956254722195987,3960.6459999999993,4552.862142857142,3711.385238095238,33923.48925021587,41577.49825021587,26269.48025021587,0.9938729186060982,40100.0,30071.0,False,False,False,False,False,False,39586.14155888817,42757.769668881396,26761.487331118617,40500.13525000001,29019.121750000006,False,0.05341010996519264,1068.2471603400263,-1934.2528396599737,46.10983720164368,53.10986308842359,0.07627118644067796,-0.0,0,0.07627118644067796,-0.0,0,36482.00944296716,34011.31176753856
2021-01-18 05:30:00,35824.99,37469.83,34800.0,36631.27,70698.11875,36515.17845564112,35905.255291137124,34249.48978867142,31512.725188290322,28042.899291584603,24263.031860750132,20583.387705415415,18286.611855813677,2917.8263248222356,3470.1059761434362,-552.2796513212006,29.9656956873776,29444.931,1,35885.0,32326.71,21126.39,18745.025,47153.69,64.00392539576495,59.53788148978104,65.27346490792814,55.861161825726114,56.15919576535301,35221.942,42457.84613647626,27986.037863523747,0.5973843747387114,26953.030600000002,42037.083014437914,11868.978185562091,0.8208103211951296,4182554.1061079944,104861.50231244911,108875.31639097683,100236.60582744451,42.967489239616576,0.32956936347769356,1.1683851583728702,3400.6119999999996,4352.849999999999,3771.9009523809523,34149.85852797309,41917.85052797309,26381.866527973092,0.994131169126541,40100.0,28850.0,False,False,False,False,False,False,39887.2163936867,42457.84613647626,27986.037863523747,41047.936,29395.948000000004,False,0.054496336053868645,1564.5747088628777,-1105.255291137124,42.90639339623842,49.02847521154952,0.07627118644067796,-0.0,0,0.07627118644067796,-0.0,0,36515.17845564112,34249.48978867142
2021-01-19 05:30:00,36622.46,37850.0,35844.06,35891.49,79611.307769,36376.581021054204,35903.288820974674,34398.76253515583,31762.940320388017,28323.20610259944,24521.44204162235,20794.533943961407,18461.784772671253,2687.334584198994,3313.5516977545476,-626.2171135555536,26.227349978920877,29444.931,1,35260.0,32691.8,21346.4,18789.995,48577.79,38.841882242944855,54.20038725685807,63.41563195404525,47.454379878577605,53.00727897620545,35572.7395,42164.79635737931,28980.682642620697,0.5241768621612523,27276.943000000003,42420.36487770683,12133.52112229318,0.7844319820701086,4102942.7983389944,100270.55785000381,106088.26795078856,99427.7706094663,46.22933389176315,0.26273875120889234,-0.647507451222114,3122.0460000000007,4177.5599999999995,3794.564761904762,34376.39739832486,42177.383398324855,26575.411398324857,0.9897049584854356,40100.0,28850.0,False,False,False,False,False,False,40103.56210715363,42164.79635737931,28980.682642620697,41423.47900000001,29722.000000000004,False,0.027624654200758953,1946.7111790253257,-59.22882097467664,40.87119393087576,45.76556269928001,0.07627118644067796,-0.0,0,0.07627118644067796,-0.0,0,36376.581021054204,34398.76253515583
2021-01-20 05:30:00,35901.94,36415.31,33400.0,35468.23,89368.422918,36174.72523859772,35841.137560835436,34495.986850141664,31974.671159222988,28578.385527506605,24764.703996252963,20996.9297516309,18631.00313314219,2442.360661098741,3139.3134904233866,-696.9528293246458,23.5772586357737,29444.931,1,36240.0,33225.0,22095.5125,19157.43,47911.1,15.197317474470879,46.860187829360626,60.75958085112148,43.78343451864704,49.032992074316944,35899.9695,41705.0659956208,30094.873004379206,0.46281375336950126,27611.0084,42724.9237724174,12497.093027582594,0.7599333596355607,4013574.3754209946,98288.35149873038,104495.90175718965,99033.28638627155,46.08068455412454,0.2598068817380621,-1.5423127267019356,2657.156,4132.138571428571,3858.3414285714284,34444.789392135186,42402.306392135186,26487.272392135186,0.9941140492669803,39747.76,28850.0,False,False,False,False,False,False,40218.06480644258,41705.0659956208,30094.873004379206,41868.10725,29931.831749999998,True,0.012073621942792273,574.1724391645621,-2441.1375608354356,32.585041547130345,40.493354238420146,0.07627118644067796,-0.0,0,0.07627118644067796,-0.0,0,36174.72523859772,34495.986850141664
2021-01-21 05:30:00,35468.23,35600.0,30071.0,30850.13,135004.076658,34991.48185224267,35128.13648071609,34164.5453183106,31910.411664410243,28659.519258667086,24899.93568522512,21132.83596195323,18752.586485051223,1854.200913244138,2882.290974987537,-1028.090061743399,22.50109526139774,29444.931,1,35085.5,33825.0,23280.3475,20480.295,49133.45,10.705830413435208,31.07578594093316,52.7360097800424,6.558885428066344,32.59889994176368,35975.8915,41449.545925767445,30502.23707423255,0.031778853642068644,27843.9292,42787.02095147154,12900.837448528455,0.6005883136501509,3878570.298762995,104963.93789132485,107401.4422239335,100443.90561261385,50.208735328223064,0.1998457515054199,0.5669242269733055,3244.5160000000005,4236.709999999999,4052.579523809524,34228.49611669374,42641.37011669374,25815.622116693743,1.1635989979428087,37950.0,28850.0,False,False,False,False,False,False,40112.24967448825,41449.545925767445,30502.23707423255,42285.547,29666.235999999997,True,-0.13581369025025175,471.8635192839065,-5057.1364807160935,17.14003103388741,31.15202495660705,0.07627118644067796,-0.0,0,0.07627118644067796,-0.0,0,34991.48185224267,34164.5453183106
2021-01-22 05:30:00,30851.99,33826.53,28850.0,32945.17,142971.684049,34536.74588507763,34816.284126328086,34053.693016646,31969.54071215823,28812.57821371469,25078.718669997892,21295.7647073056,18893.806221518375,1539.3871972527122,2613.7102194405725,-1074.3230221878603,22.266036274027304,29444.931,1,34475.0,33915.0,24057.8325,21383.11,52119.71,32.76010405631749,33.8319596131322,54.89719559291657,32.68292098962489,27.67508031211278,36014.2335,41385.67137385869,30642.795626141313,0.2143163923633659,28114.3946,42924.2379788851,13304.551221114894,0.6630933993160049,4021541.982811995,111874.43719272033,110789.08430251126,102111.66162972704,50.30429277562742,0.21104490840300139,2.658108897003787,3639.322,4202.890714285713,4243.108095238095,34004.248867484814,42479.428867484814,25529.068867484813,1.1249970579935014,37850.0,28850.0,False,True,True,False,False,False,39891.01397500538,41385.67137385869,30642.795626141313,42370.6185,29657.848500000004,True,-0.06358534498380193,-989.7541263280873,-5966.284126328086,5.877395069167521,21.042173001631237,0.19491525423728812,-0.0,0,0.19491525423728812,-0.0,0,34536.74588507763,34053.693016646
2021-01-23 05:30:00,32950.0,33456.0,31390.16,32078.0,64595.287675,33990.35791061594,34425.100679709794,33874.084560587275,31975.738385749184,28929.20042036774,25234.25825510905,21444.485194101384,19024.992229264462,1206.019446008686,2332.172064754195,-1126.1526187455092,22.271984997274256,29444.931,1,34298.880000000005,33915.0,24057.8325,21383.11,51552.6,30.35509076566875,33.30657456983634,49.85631792962329,25.824,21.68860213923043,35968.131,41462.908638145665,30473.353361854337,0.14601561189718926,28382.944199999998,42977.74253827145,13788.145861728544,0.6265881074324466,3956946.695136995,103278.22818949845,106389.67509989114,100640.43127856129,48.95838372544759,0.2205516592169563,-0.3175381997839652,3518.524,4160.450714285714,4134.173333333333,33842.70643566086,42242.95843566086,25442.45443566086,1.126713079157679,37850.0,28850.0,False,False,False,False,False,False,39552.127416009476,41462.908638145665,30473.353361854337,42268.32,29667.942000000003,True,-0.09233742752041899,-969.1006797097943,-3034.9406797097945,-1.2313177855439115,12.132776686761177,0.07627118644067796,-0.0,0,0.07627118644067796,-0.0,0,33990.35791061594,33874.084560587275
2021-01-24 05:30:00,32078.0,33071.0,30900.0,32259.9,57978.037966,33605.81170825684,34115.78629689411,33727.340509624795,31991.9761922778,29048.15397678318,25390.383627217736,21593.663329355157,19156.682853848895,945.6006158772216,2054.8577749788005,-1109.257159101579,23.831099936962268,29444.931,1,33400.0,34635.0,24057.8325,21562.94,55906.0,25.51121817315871,36.75534632377048,48.92024787251403,30.310222222222233,29.60571440394906,35981.6905,41436.31228906884,30527.06871093115,0.15884064524340386,28645.189,43032.403824040804,14257.97417595919,0.6256223335860628,4014924.733102995,95041.82996704418,101779.04299190152,98967.39624669614,43.993342279221714,0.2094516011713706,-3.2826646304827545,3551.535999999999,3869.887142857143,4103.500952380952,33674.5407433757,41744.8927433757,25604.1887433757,1.118231261662912,37850.0,28850.0,False,False,False,False,False,False,39124.07732346478,41436.31228906884,30527.06871093115,42034.45449999999,29928.926499999998,True,-0.09733756149275101,-1044.7862968941117,-3215.7862968941117,-7.151894330553818,4.418908279835179,0.0,-0.0,0,0.0,-0.0,0,33605.81170825684,33727.340509624795
